question,filtered_answer
"엄마 껌딱지..어떻게 하나요.. 이제 12개월 된 딸을 키우고 있어요~
남편이 바빠서 독박육아해서 그런지 엄마만 찾는거 같고..
특히 10개월정도부터? 더 심해지기 시작해서 안아줘야하고
지금은 화장실도 가기 힘들어요..
이 시기에만 그런건지...궁굼하네요ㅠㅠ","네, 지나갈거에요."
분태기일까요?ㅠ 백일 갓 지났어요. 200씩 다섯번 천미리씩 먹던 아기가 요 며칠새 하루 수유횟수가 네번으로 줄고 총량이 720으로 줄었어요ㅠㅠ 잘먹던 애가 안먹으니 갑자기 걱정돼요..ㅠㅠ몸무게는 8.4키로예요,분태기일까요? 백일 갓 지났어요. 200씩 다섯번 천미리씩 먹던 아기가 요 며칠새 하루 수유횟수가 네번으로 줄고 총량이 720으로 줄었어요. 잘먹던 애가 안먹으니 갑자기 걱정돼요. 몸무게는 8.4키로예요.
"장염 ㅜㅜ 소변양이 줄었어요 전날 저녁에 낮에 먹은거까지 토하고,, 자다가 토하고 물조금 먹인거 마저 토해서 결국 오늘 소아과를 갔는데 7개월 아기 장염이래여 ㅠ ㅜ
아침에 분유 220정도 먹였는데 토하지는 않앗고 구역질만했었는데 ~~ 병원에서 수액 3시간 넘게 맞고 왓거든요 공복시간이 7~8시간 되어 분유를 220 먹이고 아가가 잠들었는데ㅠㅠ 소변을 안보네요 ㅠㅠ
수액 맞고와서 컨디션은 괜찮았는데 소변을 안보니 걱정이네요~ 지금 자고 있는데 깨워서라도 수유 하는게 좋을까요????ㅜㅜㅠ","아기가 잘자는거면 일단 내비두시고 한두시간만 더재우고도 소변안싸면 다시 병원가시던지, 입원이 답같습니다. 탈수가 오면 쉬안봐요. 걱정되서 분유 조금이라도 먹이려고 결국 깨워서 주고잇는중이에요. 그래도 소변을 안보면 병원가봐야겠네여. 답변너무감사드립니다. 그 정도 월령의 아기가 장염이면 무조건 입원시키셔야돼요. 아기들 장염"
"253일 대근육 발달.. 많이 느린가요 ㅠㅠ 37주2일에 태어난 8.5키로 정도 여아에요
오늘로 253일 8개월7일 되었어요
현재 할수있는건
교차배밀이로 온집안 돌아다니고 네발기기자세로 엉덩이 들썩거리기, 네발기기자세로 한두발짝 떼기 정도 하는것 같아요. 아직 잡고서기, 네발기기는 안되네요 ㅠㅠ
앉혀놓으면 잘 버티긴 하는데 허리가 완전 꼿꼿하진 않은것 같아요 아직은...
다른 아기들은 8개월이면 잡고서고 스스로 앉고 하는거같은데.. 저희아가처럼 느린아가도 있을까요..
첫째도 지금 생각해보니 대근육이 빠른건 아니었는데 둘째는 그거보다 더 느리니 걱정이 많이 되네요 ㅠㅠ
지금 사설재활은 주1회로 다니고 있고 가는곳마다 체간 힘 없다는 얘기를 들어요 ㅠㅠ",저희아기도 느렸어요 지금 14갤인데 이제 걸음 한번씩 떼요 ㅎㅎ 기다리면 하더라구요 애기 성격도 한몫하는거같아요 지금도 기저귀간다고 눕히면 가만히 잘누워있는 얌전이아가예요 빨리걸으면 엄마가힘들어요 ㅋㅋ지금을 즐기세요 아기는 자라고있고 어느순간 다 하더라구요
"23년 1월생 돌쟁이들 걸음마 다들하나요? 23년 1월말 생인데.. 돌쟁이된지 일주일되었는데..
1 월생 친구들 첫걸음마 다들 하나요?
할생각도 안해서ㅋ 걸음마 보조기조차 거부해서ㅋ",23년 1월생인데 이제 좀 걷기 시작해요 비틀비틀 꽈당~!!
"지금 갑자기 기침하는 아기 어떡해야하나요? 마지막 낮잠 잘 시간을 한참 넘기도록 코 막히고 기침하느라 ㅜㅜ 못 자오 ㅠ. 그냥 놀때는 안그랬는데 침대 누우니까 그러네요 ㅠㅠㅠㅠ
내일까지 어째 버텨야겟죠?",9시까지 하는 병원 찾아서 약먹일것같아요 낼도 주말이라 소아과예약이 힘들테니까요 너무 졸려해서 짜증내서 일단 재웠어요 밤새 지켜봐야겠어요 똑바로 누우면 어쩔 수 없이 흉부가 중력에의해 압박되서 감기 있을 때 기침이 잦아지기도해요 베개 쓸 수 있음 쓰시고 옆으로 누이시거나 아니면 낮잠은 힘들어도 아기띠같은걸로 안아서
"기저귀 추천 해주세요~~~ 밴드 하기스맥드 쭉 쓰다가
요번에 팬터 하기스맥드 구매했는데
팬티는 밴드랑 다르게 흡수력이 지지에요
2시간 자고 일어났는데 완전 가득차서 내복이 젖었어요.....ㅠ 팬티 흡수력갑 추천해주세용",팸퍼스요!!! 저두 팸퍼스 쓰구있어요 아직까진 안새구 있어요 밤기저귀는 모모레빗 추천해여
"돌아기 낙상사고.. 쳐지는게 어느정도일까요? 방금 안방 침대에서 놀다가 떨어졌어요.
저희집 침대가 크고 높아서 더 걱정인데요..
머리부터 떨어진거 같고
10분정도 울다가 그치고
제가 장난감 틀어주는거 보면서 있다가
졸린거같아서 눕혔더니 바로 자요.
외관상 멍이나 빨개진건 없구요
장난감 보여줄때 힘이 없긴 했고
시간상 낮잠 재울때가 다 되긴해서
눕혀봤더니 바로 자거든요
머리다쳤을까봐 너무 걱정돼요
다른 증상은 없어요(토한다던지..)
힘없이 장난감 보다가 잠들었는데 괜찮을까요?",사실 집안에서 떨어진걸로 잘못되기는 생각보다 어려운일이에요 그정도면 괜찮을거에요.
"외식하고 싶어요 아기 아직 100일 안되었어요
임신전에 이럴줄 알고 외식 많이 했어요 …
밖에 나가서 바람 쐬고
맛난것도 먹고
커피에 디저트…. 츄릅
좀 더 도 닦아야겠죠 ㅠㅠ",['저도 외식하고 싶네용ㅎㅎ 곧 그날이 오겠죠 저도 그때 엄두도 안났지만 아기 아빠한테 맡기고 자유부인했는데 눈물나더라구요… 가족과 외식 안되면 엄마의 자유시간을 만드세요.. 더 지나면 엄마 알게되서 엄마 어디 못나가요…. 그러게요 지금도 저한테 오면 너무나 편안해하는데…한동안 아이가 엄마만 찾겠죠~']
"10개월아기인데 지금 이가 아랫니두개에 윗니가 나야하는데 나오지를 않고 오른쪽 송곳니쪽이 먼저나네요ㅜㅜ
왼쪽도 잇몸이 하얗게 보이는거 보니까 금방 나올거같긴한데 괜찮은걸까요?",아기마다 이나는 순서는 달라요. 10개월 아기입니다. 밑에 앞니 두개 난 상태에서 위쪽 송곳니 두개 올라오고 있어요. 치과선생님이 괜찮다고 하셨어요.
"중이염 .. 너무 안나아요 ㅠ ㅠ 얼집 다닌 후로 계속 코감기 달고 살았어요
집 앞 병원 일주일에 한번씩 매주 갔어요
그때마다 귀 깨끗하다고하더니
제가 출산 하는 바람에
친정엄마가 고향으로 데리고가서 그쪽 병원 갓더니
중이염이있다며.. 그러더군요
여기서 병원 간지 4일 밖에 되지 않았는데
그새 생겼을까요?
오른쪽귀가 심하다고 그랫다하셔서 약 타서 맥이고
하다가 제가 퇴소 하고도 다른 병원 데리고갔더니
중이염 맞다고 해서 병원 지금 두번 갔어요
다행히 바꾼 병원에서 지어준 약으로는 코는 바로 멎었는데
중이염이 안낫네요
의사선생님도 이상하데요
중이염 이전에도 걸렸었냐고 묻더라고요
한달전 처음 진단 받았다고 했더니
이렇게 안나을수가 없데요 코도 없는데
왼쪽도 다시 중이염이 생겨서 양쪽다 그런다는데
이비인후과 한번 가보려고해요..
이렇게 오래 앓다가 ㅠ ㅜ 청력잃을까바 걱정이예요
저희친정엄마가 어릴때 중이염 크게 앓아서
청력이 잘 안들리거든요 ㅠ ㅠ
어떻게하면 나을까요","중이염은 한번 걸리면 계속 걸리면 계속 걸린다고 하더라고요 ㅠㅠ
저희 애기도 중이염 때문에 약 먹이고 있는데
의사쌤이 귀에 물도 안들어가게 하는게 중요하대요"
"소아과에서 처방받아 약국에서 주는 물약 질문이에요 약국에서 약병에 따로 담아서 주는 물약(감기 기침, 콧물약)
최대 얼마까지 사용할 수 있나요?
아기가 7개월인데 23년 11월 27일에 처방받았구요
해외에 나와 있는데 오늘 재채기를 하는데 맑은 콧물 덩어리가
두번이나 나오네요 ㅠㅠ
코를 자꾸 눈 비비듯 비비구요
저 물약 먹여도 될까요? 너무 오래된거 같음 버릴게요 ㅠ",유통기한이 한달인건 지금알았네요 저도 ㅠㅠ
"낮잠..왜이렇게 안자죠..^^ 삼십분째 같이 누워있는데 전혀 잘생각이 없네요ㅋ..
지금 자야 점심먹일때 안조는데ㅋ....",아이가 잘 누워있나봐요 전 침대에 같이 누워있지도 못해요 눈감고 푹 잠들어야 침대에 누워요
"만8개월 넘은지 얼마안됐는데 아직 아이는 기어다니지 못 해요 근데 자꾸 서겠다고 세워달라고 우네요 ㅠㅠ 기지도 못 하고 기을려고도 하지않으면서 세워달라고 짜증부려요
하...
손을 잡아주면 일어서는데 이러다가 다리 휘는거아닌지 걱정도 되고... 발달에 문제가 있는건아닌지 걱정이에요",['저희아기도 이유식 잘 안먹었어요 고생많으셔요 엄마가 스트레스 안받아야해요']
"6개월차 여남 쌍둥인데... 남자애는 포동포동 밥도 잘먹고 잠도 잘 자는데
여자애는 덩치도 쬐끄마고 ㅠㅠ 분유도 미음도 잘 안먹어요...
시간이 약일까요?.. 초보맘이라 괜한 걱정인가해서요 ㅠㅠ",네 괜찮아요 나중에 서고 걷고하면 금방 따라잡더라구요. 초기이유식은 저희 쌍둥이들도 미치도록 안먹더라구요. 중기2부터 잘 먹기 시작해서 200씩 먹었어요. 아웅 이러다가 성장이 늦는거 아닌가.. 괜한 걱정이 들어가지고요.
"53일차 아기 오후8시부터 새벽1시까지 안자는데 뭘 어떻게 해야할까요 ㅠㅠ 49일차부터 패턴이 고정된 것 같은 느낌인데
이전에도 새벽까지 안잔경우가 가끔있고 패턴이 돌아왔거든요.
49일차 밤부터 수면의식해주고 막수를 하고 재우려고 해도 안자더라구요. 새벽1시까지...
잠투정도 심하고 1시간 2시간마다 밥달라고 칭얼거리고 어제부터는 8시부터 짧게 1시간30분씩 자다깨고 반복.. 그러다 새벽 1시 넘어 자면 최소 5시간~ 최대7시간씩 자고 일어나요. 그러고 나면 오전에 첫수하면 낮잠1에 바로 기절하더라구요
낮잠은 최소2시간~ 3시간 정도 자는데
낮잠을 줄여서라도 아가 저녁시간을 땡겨줘야할지
무엇이 문제라 아가가 이러는지 모르겟어요 ㅠㅠ",저희두.. 오늘 53일인데 그전보다 잠투정이 너무 심해졌어요! 대신 낮에는 수유량 조금 늘려서 줬더니 잘 잤어요! 배불러야 좀 덜한거같은디… 계속 울어서 지금도 안아서 시간 늘리고 있어요
"아기 피부 이거 뭘까요? 곧 병원 가긴 할건데 그전에 조치할수 있으면
미리 하려구요.
95일 아가인데 피부가 엄청 건조하고 오돌도돌해요..
로션 많이 바르고 있는데 로션으로는 역부족이네요.
아시는분 도움 부탁드려요~^^","['오돌토돌한거보니 건조해서 그런거같아요 로션에 라놀린크림 섞어서 발라주면 보습 훨씬 잘돼요 네 한번 그렇게 해볼게요 감사해요',
 '저는 이럴 때 수딩젤 발라주고 기다렸다가 아토수아베 진정 크림 진정 빠른거 발라주면 좋아졌어요 그리고 약간 시원하게 두면 더 좋아지더라고여 참고해보세용',
 '건조해서 그런거같은데 접힌부분도 꼼꼼히"
"23년 7월생 부모급여 아동수당 23년 7월 생인데 올해 4월부터 어린이집 보내려고 해요
지금은 부모급여 100 아동수당 10 들어오는데
어린이집 다니면 12개월까지는 부모급여에서 어린이집 지원비용 제외하고 약50만원? 나오고 아동수당10 들어오는걸로 알고있는데
13개월부터는 어린이집 다니면 부모급여없이 아동수당 10만 들어오는게 맞나요?","아동수당은 10만원 들어와요. 11개월(6월)까지 차액 46만원, 아동수당 10만원 나오구요. 12개월(7월)부터는 아동수당 10만원만 나와요."
"0세반 어린이집 복장 질문이요~~ 올 3월부터 울 아기 12개월차부터 어린이집에 보내는데요~
내복 입히는 건가요~?
어린이집 상하복 이라고 치면 나오는 그런 츄리닝 같은거 입히면 되나요~?? 그럼 아기들 낮잠 잘 때도 계속 그 옷인건가요? 중간에 옷을 갈아입힌다거나 그런건 없는거죠~? 첨이라 하나도 모르…
지금 실내복이라곤 죄다…..
거의 내복…
이런 옷 이외엔 다 외출복이에요….
입고 벗기기 그리 쉽지 않은…..
새로 사야되는 거죠..?
어린이집 등원룩~ 검색하면 나오는
그런 상하복이 필요한거죠~~?
슬슬 준비들어가려고요~~~~~^^
왜인지 설레어요~
(아기 옷+ 엄마의 마음도 준비~)",['내복위에 상하복입고 가요~\n그런데 0세반은 내복입고 사진을 많이 찍힐거라서\n내복도 사진찍힐생각하면 조금 예쁜걸로 보내시는게...ㅋㅋㅋㅋ\n같이 사진찍히는 친구가 깔끔하고 이쁘면ㅋㅋㅋㅋ 애기한테 미안해여ㅋㅋ\n이쁜 내복…. 뭐가 있을까요~ ㅎ\n전 저 내복이 너~~~~ 무 편해서 집에서는 포기가 안되고 있어요 ㅋㅋㅋㅋㅋㅋ
"손톱 염증 항생제 먹여야할까요? 보름전에 한번빨갛게 부었다가 가라앉앗는데
오늘또 부어잇어요ㅠ
카페 뒤져보니 항생제 먹여야한다는 댓글들이 있는데
먹여서 빨리 가라앉히는게 나을까요?
항생제 안먹이고 그냥 자연치유가 나을까요?ㅠ
아가는 지금 89일이에요",걱정되시면 병원가서 여쭤보시는게 나을거 같아요. 89일 아가여도 항생제 먹어야할때는 먹어야죠. 우리 애기도 50일도 안되었을때 요로감염으로 항생제먹고 재발하고 그래서 항생제 오래 먹었어요. 지금 1살 되었는데 너무 잘 크고 있어요. 먹을땐 의사선생님이 먹으라고 할때까지 먹이는게 좋습니다.
"11개월 아기, 의자에 앉히면 등이랑 머리랑 뒤에다가 쾅쾅 해요… ㅠㅠ 말로 제대로 표현이 되나 걱정이긴 한데요…
예전에 명수는 12살? 거기에서 박명수가 한 행동같은거요… ㅠㅠ
남편이랑 친정엄마는 장난이라고 하는데…
왜 이런 행동을 할까요.. ㅠㅠ
아기 키우는거 진짜 쉽지 않네요… ㅠㅠㅠㅠ","아기가 의자에 앉히면 등이나 머리를 쾅쾅 하는 행동은 재미있어서 하는 경우도 있지만, 때로는 불편해서 하는 경우도 있습니다. 9개월부터 이러는 경우가 있으며, 의자를 싫어해서 그럴 수도 있습니다."
"어린이집 등원시 필요한 준비물은 무엇인가요? 3월에 첫등원합니다.
어떤것들이 필요한가요..?
미리 감사합니다.",기저귀 여벌옷 손수건 빨대컵 낮잠이불 애착인형 물티슈 방수스티커 고리수건 칫솔세트 로션 방수스티커 필수 턱받이 낮잠이불 기저귀한팩 물티슈 여벌옷 약파우치 방수스티커 필수 턱받이 고리수건 로션 가방 네임택 신발 네임택.
"산후보약 부작용일까요?; 그저께 저녁부터 보약복용했는데
어제밤에 잠자리들면서 얼굴에
붓기가 시작되더니 아침에보니
양쪽볼이 붉게올라오고 부어있어요;
간지럼도 있구요
이상한건 얼굴만 그렇고 다른덴 멀쩡하네요;
증상이 얼굴에만 올수도 있는걸까요;",에고 잠깐 끊어보세요. 일단 끊고 진정되면 다시 복용해볼까요? 한의원에는 아직 전화 안해봐도 되겠죠?
"8개월 아기 어린이집 등원룩 뭐 입혀야 하나요? 3월부터 어린이집 보내게 됐어요.
3월이면 8개월인데 등원할때 뭐 입혀야 하나요?
지금까진 집에서 내복만 입고 있고 나갈때 그 위에 우주복 입히거든요.
내복 위에 좀 두꺼운 상하복 같은거 입혀서 보내야 할까요?",내복 위에 좀 두꺼운 상하복 같은거 입혀서 보내야 할까요?
"돌 다가오면 잠투정심해지나요? 원래 제가 누워있으면 옆에서 이것저것 놀다가 혼자 알아서잤는데, 요새는 갑자기 급발진하면서 계속 악지르면서 울다가 제 옷잡아당기면서 일어나라고 자기 안으라고 계속해요,,
계속 안아재울수도없고...
안아줘야할까요?ㅡ 이쯤 원래그런가요?ㅜㅜ
원래 껌딱지인데, 더 심해지는것도 같고,,
조금만 자기뜻에 뒤틀려도 소리지르고 울고 그렇네용?","저희애랑 비슷해요 엄껌이 절정에 이른듯요 원래는 누나한테도 잘갔는데 이제 무조건 엄마라 누나가 섭섭해합니다 ㅋㅋㅋ 이제 점점 자아가 생기니 더 고집이 세진듯해요
그런거군요 맞아여.고집이장난아니예요 지나가던 할머니가 우는모습보며 성깔있네...이러시고
이앓이로 갑자기 그럴 수 있어요 저희아기도 돌때 이앓이하느라"
"등하원도우미 알아보는데요 만약 사람을 구하게 되면 저희집에서 아가랑 둘이 계시는거죠?
등원때 잠깐 출근하고 퇴근하셨다가 하원할때 다시 출근하는 그런게 가능할까요?",아이 등원시키기전에 집에 오셨다가 등원시키고 본인집에가거나 본인볼일보고 아이 하원시키러 갔다가 집에와서 엄빠올때까지 집에 같이 있어요. 그래서 집 가까운 사람 구하는게 좋아요
"2차 영유아검진 언제쯤 하셨나요 ? 발달을 봐주는 병원에서 검진하면
6개월 꽉 채워서 가도 좋다고 하더라구요 !
근데 웬걸 ,,
저희 지역만 영검 예약이 이렇게 힘든가여 ㅜㅠ
자정에 연달아 3일 다 광탈하고
이러다 영검 받을 수는 있을지 걱정이에요 ㅠ ㅠ",18-24개월 영유아는 성장하는 게 달라서 발달사항이 많으니까 24개월이 다 되서 가는 게 좋은데 아직 어려서 크게 신경 안 쓰고 갔다오셔도 될 것 같아요.
"되집기 배밀이 언제쯤 할까요 ? 120일쯤 뒤집기 시작해서
양쪽으로 자유자재로 뒤집는데
되집지를 못해요 아직 ,,
울다가 뒤집어서 또 울고 😂
언제쯤 되집는지, 배밀이는 언제쯤인지
초보맘은 너무 궁금해오 ,, 🥹❤️","아기들마다 발달이 달라서 다 달라요. 6개월이 되도 못하는 아이도 있고, 그 전에 다 하는 아이도 있어요. 저흰 90일에 뒤집고 100일쯤 되집고 그 이후 바로 배밀이하고 있어요. 지금 160일쯤인데 네발로 기어다닐 려고 해요. 혼자 반쯤 앉고 있어요. 애들마다 너무 달라서요. 저희 애는 뒤집기하고 되집기는 건너뛰고 배밀이 하고 있어요. 7개월이지만 아직 앉"
"엉덩이 뿅 자세 뭐예요? 어제 자다가 뒤척이더니 엉덩이를 이렇게 뿅 올리고 자네요
이거 무슨 자세라고 했는데 기억이 안나용",엉덩이 뿅 자세는 코감기로 인해 숨쉬기 어려울 때 취하는 자세입니다.
"23년 12월생 흑토끼띠 오픈채팅 아무리 찾아도 없길래 제가 만들었습니다!
이제 공동 육아 가능해진 12월생~❤️
자주 만나고 소통해요!
23년 12월생 흑토끼띠방🐰
open.kakao.com/o/gxxXSkMf
*인원수 다 채워지면 비번 걸게요!",안녕하세요 참여하고싶은데 비번 공유될까요? 비번 없습니다 23년 12월생 흑토끼띠방🐰 https://open.kakao.com/o/gxxXSkMf
"186일 몇개월인가요?? 186일 차에요 8/1일생입니다
186일이면 6개월 아닌가요??ㅠㅠ
남편은 7개월이다 라고 하고 저는 6개월이다 라고 해서요
어디가서 몇개월 이냐 물어보면 둘이 말이 달라서..
180-209일까지 6개월이고
210일부터 저는 7개월이라 생각 하는데..
다들 어떻게 계산하세요??",6개월이져!
"11개월 아기 치아갯수 11개월에 치아 11개 실화냐고여
송곳니 먼저 나고여 어금니도 한개 내려왔숨댱
왜 빨리나면서 치카치카는 안하려는지 ㅠㅠ
후 ㅠㅠ 맨날 도닦는 엄마 1인입니다 ㅠㅠ","11개월 아기의 치아 갯수는 다양하게 나타날 수 있습니다. 송곳니가 먼저 나오고 어금니도 한 개 내려왔다면 일반적인 패턴입니다. 빨리 나오는 것은 각인데, 양치를 싫어하는 아기도 있을 수 있습니다. 양치를 할 때는 아이의 기분을 고려하여 부드럽게 양치를 시도해보세요."
몇개월 때부터 휴대용 유모차 쓰셨나요~ 보통 언제부터 휴대용유모차로 바꾸시는지 궁금해용~,['돌부터요! 그전에는 아기 허리힘이 완전하지 않아서 위험하데요\n판매자분도 왠만하면 돌부터 태우라 하더라고요']
"출산후 생리 둘째까지 목표로 하고 있는데요
23년 11월에 애기 낳고
연연생으로 둘째 얼른 가지고 싶어요
키울때 확 키우고 싶어서요
출산 후 생리 언제하셨을까요?","질문: 출산 후 생리 언제하셨을까요?

정제된 답변: 제왕 출산후 2개월째에 생리 했어요~ 마음만 먹음 바로 임신 하실수 있을듯요"
"직수하는데 가슴 뭉치면 젖 잘 안 먹는거죠ㅠ? 3-4개월차 아기구요.
원래 젖을 오래 물었는데(양쪽 50분)
요즘은 양쪽 20-30분 내외로 물어요.
더 먹이려고해서 입을 때는데
문제는 가슴이 원래 안뭉쳤는데 일주일에 한번씩? 뭉치네여ㅠㅠ 그럴대 뜨거운 수건 대고 아기한테 젖 물리면 금방 다시 괜찮아 지긴하는데 제대로 안먹는거죠ㅠ?
원래 또 잘 먹다가 요즘은 6-7분정도만 되면 몸서리치면서 용을 써요 ㅠ
일년동안 직수할 계휙인데 ㅠㅜㅜㅜㅜㅜㅜ
힘드네유 ㅠ","뭉치면 젖꼭지가 딱딱해져서 애들이 잘 안 문대요 유축을 하든 빼내고 말랑한 상태가 되어야 잘 빤다네요 저는 그럴 때 가슴마사지 받으러 가곤 했어요
유구가 좀 막히거나 좁아지는 등 상태안좋으면 자주 뭉치더라고요. 마사지 받아보세요! 그리고 평소에 대두레시틴 먹으면 도움이 좀 될거예요.
아기가 먹는양보다 젖양이 많아그럴 수도 있어요
오히"
"2개월 접종 2개월 접종은 60일 기준인가요
두달 기준일까요?",2개월 접종은 생일 날짜를 기준으로 합니다.
"6개월 아기 일과 궁금해요 저희 아들은 32주에 태어난 이른둥이인데요.
생후 6개월 교정일로는 4개월 정도에요.
몸무게 8.5 키 66 정도 나오는데요~
요즘 누워있으려 하지않고 자주 찡얼거려요.
저희 아들은
7시30분 첫수
9시30분 낮잠1 ( 1시간 반 잤는데 요즘 30.40분으로 줆)
11시 수유
1시 낮잠2 2시간
3시 이유식+수유
5시 낮잠3 30분 건너뛸때도 있음
6시30분 목욕
7시 수유
7시30분에서 8시 사이 취침
일과는 이런데.. 일어나 있을땐 장남감도 뭣도 다 싫어하고 찡찡만 거려요.
뒤집기하고 배밀이는 조금하는데 장난감이고 분유고 아무 관심이 없어서 하고자하는 의욕이 너무없고 울기만하네여.
그리고 쪽쪽이나 치발기 싫어하고 손을 많이 물고 빨아요
괜찮은걸까요?",우리아들도 눈만뜨면 자꾸 손을 물려고 하길래 쪽쪽이며 치발기며 종류별로 다사서 물렸어요~ 그중에서 꼬꼬노리 도토링은 유독 잘물어서 지금은 치발기 물면서 저한테 안겨있네요 ㅜ 장난감도 많이 흔들어주고 놀아주는데도 잠시 보고 다시 칭얼 ㅜ 결국엔 제품에 안겨서 놀다자요
"9개월 아기 맥주병을 빨앗어여ㅜㅜ 집들이 중 애기가 세워둔 빈병 맥주병 입구를
빨고 있었는데 괜찮을까요ㅠㅠㅠㅠㅠㅠ","9개월 아기가 맥주병을 빨았을 때 걱정이 되시겠지만, 걱정할 필요는 없어요. 아기가 먹고 놀고 잘하면 큰 문제가 없습니다. 다만, 아기의 양치질을 잘 해주시고, 물을 마실 때도 적절히 주시면 좋을 것 같아요. 좋은 밤 되세요."
"신생아 특례 대출 잘 아시는분 계신가요?ㅠㅠ 안녕하세요 ㅜㅜ
이번에 23년도 5월 아가 태어나고
신생아 특례대출 매매로 신청해서 자격심사는 적격승인 났는데,
예비자산심사에서 부적격나서 확인해보니
제가 집에서 간이사업자로 유아의류 쇼핑몰 사업하는것때문에
그런것 같더라구요 ㅠㅠ (수입은 거의 없습니다)
주소지를 현재 주소지인 여기로 해놔서 그런것 같은데 어떻게 해야할까요?","['네네!! 이의제기 신청해서 다시 적격판정 받기는 했어요! 주소지가 저희집으로 되어있어서 부적격 난 사유에 이의 신청 누르면 제출해야할 서류 나오는데 전 가족관계증명서, 부동산서류 내라고 나와서 그거 냈더니 오늘 오전에서야 다시 적격 판정 나왔어요 ㅠㅠ 너무 오래걸리는게 함정이네요 ㅠㅠ']"
"태어난지 16일 됬는데 모유수유 모유 한쪽씩 10분 빨고 한시간20분 자고 깨서 모유 또 한쪽씩 10분 물렸어요
한 20분 놀다가 찡찡하면서 입 벌리길래 또 가슴 물렸는게 잘 빨다가 찡찡거리네요
그럼 모유양이 부족해서 분유줘야하는 걸까요?
완모하고 싶은데 양이 부족한가봐요 ㅠㅠ",모유양이 부족하다기보다는 빠는 힘이 약해서 아직 직수로만 양껏 배불리 먹기 힘들어요 그래서 50일 전까지는 수시로 직수 물렸어요 유축양 괜찮으면 직수 수시로 해보셔요
"하루에 과일 얼마나 줘야할까요?? 조만간 17개월 되는 여아
지금까지 먹어본 과일(퓨레 제외)
사과 바나나 키위 딸기 토마토 샤인머스캣 귤 오렌지 이정돈데
과일 또 뭘 먹여보는게 좋을까요¿
그리고 과일 매일매일 먹이는게 아무래도 좋겠죠??",과일은 하루에 2가지 이상 다양하게 섞어서 줄 수 있습니다. 블루베리와 망고가 좋은 선택일 수 있습니다. 아기가 자몽을 좋아할 수도 있으니 자몽을 포함해서 시도해 볼 가치가 있습니다.
"출산 18일차 사랑치 발치해도 될까요? 사랑니가 올라오고 있는데 잇몸이 부어서 너무 아프네요ㅜㅜ 잇몸이 많이 약해져 있을텐데 발치해도 될까요ㅠㅠ??
출산한지 18일차입니다",출산 후 잇몸이랑 뼈가 약해져있다고 하지말라곤하네요.
