question,answer
아기 통장 추천해주세요^^,새마을금고 깡총적금 10프로라 들었는데 토끼띠만 가능하다고. 토끼띠인데 23년까지만 판매한다고 하더라구요.
아기 식탁의자 추천,조립 이렇게 오는군요~ 야마토야 아펠쓰다가 둘째는 뉴마터나 살까했는데 원목재질이 동글동글부드러워서 안전할거같네요!
아기들 손목 발목 허벅지 주름 언제 없어지나요?,애기는 4살인 지금 36갤쯤 없어졌어요 구래도 꽤 오래가네요 그전까지 많이 봐둬야겠어요
까꿍에 안 웃는 아기 있으신가요...? 문제있는거 ㅇㅏ닌가요..?,['몇개월인지를 알려주시면 답변이 더 정확할것 같아요^^;']
메디폼상처관리법이요~,메디폼으로 붙인 지 열흘정도 됐으면 삼출물(진물) 많이 나오진 않을 때일텐데\n상처 깨끗이 닦고 후시딘이나 마데카솔 바르고 그 위에 메디폼 붙이고 테이프 붙이세요~\n\n혹시 나중에 손톱 긁히거나 까진 상처는 처음부터 듀오덤 붙이시는게 딱지없이 아물어요\n딱지안생기고 나아서 상처 좀 덜남아요\n\n듀오덤같은 경우는 진물나는
65 일 아기 첫번째 낮잠,아가마다 원윅의 시기차이는 있지만 50일쯤 오고 60일에는 예방접종하고 아파서 못자고 80일쯤 괜찮다 싶으면 원윅오고 90일쯤 살만하다 싶으면 뭐가 보이니까 모빌보느라 신나서 안자고 100일되면 원윅오고 ㅎㅎ
결혼 후 설날에 절 하시나요??,설에는 새해이니 절드려요
첫째도 둘째도 맘스힐링에서 ^^,지인들이 강력추천한 이유가 다 있었어요 출산 후 필수 코스인듯요!! 고주파 정말 최고예요. 가슴 마사지 원장님께 꼭 도움 받으세요 맞아요 유명한덴 이유가 있눈거같아요 열심히 받아서 쭉쭉빼서 나갈께영 저도 본관 마사지 받고있는데 입소때 몸이 너무아파서잠도못잘정도였는데 많이 회복된거같아요 살빠지는건 덤 에고 엄
브레짜질문드려요ㅠ,분유 회사에서 기존 숫자로 맞추고 남기랬어요.
안녕하세요~ 아기 장난감 뭘로 닦아주세요??,저는 자몽식초 유아티슈로 닦아요 구강독성 테스트 모두 통과한제품이라 그걸로 쓰고있어요
애기 쌀떡뻥 하루에 몇개씩 주시나요??,하루에 2개 정도 주시는군요!
9개월차 애기 릿첼 PPSU 빨대컵 쓰고있는데요,그로미미써요 젖병소독가능해서여 저도 그로미미랑 유피스써요
20개월아기 한과 유과먹어도 되나요?,한과와 유과는 꿀이 아닌 것으로 알고 있어요. 조청이 들어가 있는 것 같아요. 13개월 아기가 며칠 전에 유과를 만들어와서 같이 먹였는데 괜찮았어요.
220일 8개월차 혼자 못앉아요,['220일이면 아직 7개월 아닌가요~?! 저희애도 7개월에 앉혀줘도 못앉았어요ㅋㅋㅋㅋ 그래서 넌 왜 앉혀줘도 못앉니..? 했는데 갑자기 8개월 되자마자 혼자 앉더니 돌전에 걷고 발달에 이상없어요! 늦은건 아닌거같아요^^ 넘 걱정마세요!! ㅎㅎ 둘짼데도.. 첫째때 기억 하나도 안나네요... 걱정안해도된다니 맘이놓입니다 감사합니다~~
신생아 수유시간,2시간이용
쿠시노 가드 대신 엄마랑벽그림 병풍사용ㅎㅎ,아이디어도 넘 좋으신데..아기가 완전 시선강탈이네요 자세가 넘 귀여워요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
돌접종이요 ㅠㅠ 이주간격 되나요?ㅠㅠ,돌접종 날짜 까먹어서 두달뒤에 맞혔어요 너무 괜찮습니다 괜찮아요 저희애 감기땜에 3주미뤄서 맞앗어요
황달끼 있어보이나요?,황달 심하지 않으면 별다른거 없이 알아서 지나가더라구요 심하면 적외선 같은거로 빛 치료 하는거 같던데 병원가보셔용
인스타친구해요 ㅎㅎ13개월 아기예요,ra 선팔했어요
태아보험가입후 사은품 미지급,금감원 신고한다고 해보세요; 이상한 분이네요.
40일을 앞둔 아가에게 이쁜 옷 입히고싶어요!,보리보리몰에 아기 브랜드 옷 많아요! 비싸지않은것도 함 들어가보세요 감사합니다!! 그땐 뭐 가격대 높아도 상관없으면 에뜨와 밍크뮤 이런 애들 예뻐요 ㅎㅎㅎ
산후조리때 국 중에서 미역국 말고 뭐드세요?,소고기 무국이요 ㅎㅎ
둘째 생각 있으신가요??,둘째 낳으니 좋긴해여 서로 의지도 하구요 첫째랑 터울을 조금 두니까 많이 도와주고 주변에도 도움 줄 사람 많고 키울만 하더라구요 없어용 혼자면 외롭다는건 그냥 제3자의 시선아닌가요 저는 둘 생각이었는데 하나도 너무 고생해서 둘째 생각이 싹 사라졌어요 전혀 없어용 둘째 하나도 생각 도 없었는데 아차 하는 바람에 근데 너무
신생아 분유선택,조리원에서 먹이던 분유를 이어서 먹이는 것이 좋습니다. 분유를 변경하고자 한다면 서서히 섞어서 변경해주시면 됩니다.
머리 뒤 배냇머리 빠짐,시간 지나면 다 채워지더라구요
유축은언제해야할수 있는건가요?,조리원가기전까지는 직수를 하는게 낫겠네용 알려주셔서 감사합니당
정말 궁금해요 압타밀 분유!,압타밀 좋은 분유에요. 저는 산양분유 먹인 지인 아이들 몇몇이 진짜 잔병치레도 없고 튼튼하게 키도 잘 크더라구요. 저는 그래서 산양분유 먹이려구요. 모유 안먹이구요.
동탄2 호수공원 근처 23년 10월생 토끼띠 아가들 오픈채팅방 개설했어요 🐰같이 정보공유해요 😊,안녕하세요 지금 들어가면 너무 늦었을까요 10월생 여아 입니다 ㅎㅎ 괜찮습니다
매일 안아재우던 6개월아기 .. 수면교육(퍼버법) 성공 ㅠㅠㅠ,['울음이 줄어들고 나중에는 아예 없어지나요? 저는 지금 3분내로 잠드는데 그 3분이 너무 짠해서 계속해야되나 이게 맞나 고민중이에요ㅠ 4일차까지는 울고 징징몇번 대다가 잠들었어요 ㅎㅎ 저도 처음엔 마음아팠지만 일관성이 중요다고 하니 참고 지켜봤네요 ㅠ 3분이면 괜찮은 것 같은데요 ???! 혼자 잘 슈 있게 아기를 위한 것이기도 하니 너무 마음 아파하지
기저귀 발진 어떻게 관리하시나요?,"기저귀 발진이 있는 경우, 매번 씻기지 못해도 하루에 두어 번 정도 물로 씻어주고 비판텐을 발라줄 수 있습니다. 무스텔라 베리어 크림도 좋은 선택지입니다. 기저귀를 갈 때마다 최대한 말리고, 쉬 태러 안 당할 때까지 바람을 맞춰주는 것도 도움이 됩니다. 방수패드를 깔고, 기저귀를 자주 열어두는 것도 추천됩니다."
아기 재울 때 꿀팁 ?,"아기 재울 때 꿀팁은 옆으로 눕혀서 엉덩이를 토닥여주는 것입니다. 바로 눕히면 잘 깨는 경우가 많으니 주의하시고, 머리를 쓰담쓰담하거나 마사지를 해주면 더 잘 잠들 수 있습니다. 또한, 끊임없이 말을 건드리는 것이나 살살 소리내며 엉덩이를 톡톡 두드리는 방법도 효과적일 수 있습니다."
9개월 와씨!!!! 내새끼지만,['울집도 그런 남자있습니다 돌고래만큼 소리질러요호루라기안불어도 꼬꼬맘이 울집남자 소리에 소리나고 움직인답니다 엄마 안보임 울어재끼고 샤워할때 장실갈때도 껌딱지입니다.샤워핸들에 세워둡니다 개인시간이라곤 일도 없네요 여기저기 기어댕기며 헤집고..이제부터 헬육아 시작인듯 해요 일일이 우는거 다 달래주시나요 그때그때 장
돌잔치 준비 언제부터 하시나요?,예약은 빠를수록 좋아요. 저는 4갤 남겨두고 예약 했다가 일욜 3부만 남았더라구요.원하는 장소와 시간에 하고 싶다면 서두르세요^^정하신곳 없으시면 상봉 더아너스 추천해요~~
갈수록 놀아주기가 어렵네요,갈수록 힘들죠 시간도 길고 돌아보면 신생아때가 가장 쉬웠어요 돌무렵에 저희 아이는 주방놀이 상차려서 밥먹고 의사놀이 마트놀이 뽀로로피아노 드럼 이런거 많이 좋아했어요
첫만남이용권 들어오면 문자 오나요?,카톡으로날라오더라구요 근데 지급되고 하루 지나서 연락왔어요
돌 전 어린이집 등원방법,차요!!! 카시트 있을거에요! 30분 너무 멀어요 ㅠ 차요!!!! 왕복에 1시간인데.. 등하원 하루에 2시간 너무 힘드실 것 같아요ㅠㅠㅠ 차요차요. 차에 카시트 하구 천천히 운전하면 괜찮아요
자고 일어난 직후엔 잘안먹는 아기,['70일된 제 아기도 그래요 ㅠㅠ 7-8시간 자고난 이후라 배고플거 같은데도 아침에 거의 안먹어요 ㅠㅠ 아아 그렇군요. 제 아기가 70일 땐 다른때도 잘게워내서 아침에 특히나 입맛 없어하는지 몰랐었거든요. 댓글 감사합니다. 저희 아기도 그래요~~ 뱃골이 좀 작은 편인 아기인데 깬 직후에 많이 안 먹어서 항상 깨고 20분30분 정도 놀다가 수유해요!!
첫영유아+bcg 같이 하시나요?,4주안에만하면되용 같이했어요 31일날인가했어요ㅎㅎ 병원에서 그렇게 잡아줬어요 넹 저는 영유아bcgb형간염2차 같이했어요
남편이 집안일로 뭐라고 해서요,아기 어릴때 집은 좀 내려놔야해요 신혼때처럼 깨끗하게 못샬아요 ㅠㅠ 전 빨래로 뭐라고 해서요 남편도 3일하고 나니까요 아기 낮잠잘때 빨래보다는 누워있고 싶대요
아기 교구장 필수인가요?,잇으면 좋겠지만 구지요 전 필요한줄 전혀 모르겠어요 집도 좁은데 갑자기 마음에 위안이 찾아오네요 그냥 잘 정리해줘야겠어요 그냥 정리할라고 하는건데... 그냥 바구니에 다 때려넣어도 될거같아요 없어도 되요 넓으면 해주고 싶지만 좁으니 고민이 되는 바구니 하나 사러 갑니다
거실 전체 매트 셀프시공 가성비 좋은 제품 추천 부탁드려요!,"꿈비 롤매트 500x110 2롤을 거실에 깔아서 쓰고 있는데 쇼파와 TV장을 포함하여 사이즈가 딱 맞아요. 33평에 깔았는데 두께와 길이, 색상이 다양해서 구경해보시면 좋을 것 같아요!"
세컨 카시트 정말 고민되네요;;;,['돌지나면 베이비 아니고 토들러에요. 알맞게 추천하신것 같아요 카시트는 한번 사면 몇년은 쓸거니까요']
부가부 할인,15일부터 공홈이랑 매장에 할인한대요! 2월15일부터 18일까지 4일동안 한다고하네요 전제품 할인에 기존에 버플만 있던 토프색상 컬렉션 궁금해서 저도 그때 가보려고요!!
어린이집 대기?,다니고있어도 대기 가능해요
젖병끊기 연습,['릿첼로 빠는 연습 시킨다음에 빨대했어요\n릿첼은 잘 빨아요ㅜ\n저희아기는 빨대 잘 빠는 애긴데도... 아침에 분유 안주는데 달라고 칭얼대서 빨대컵에 줬더니 좀 먹다가 집어 던지고 엉엉 울어서 젖꼭지로 바꿔서 안고 다시 먹였네요.......ㅋㅋ ㅠㅠ 아직 빨대를 잘 못빨면 빨대빠는 연습부터 시켜보세요\n빨
8개월아기 처음으로 기저귀발진이 ㅜ,"아이고 이제 연휴 시작이신데.. 고생하시겠네용.. 기저귀 발진은 정말 사이즈도, 통풍도 중요하더라구요 저는 아이 기저귀 발진 올라왔을 때는 기저귀 갈기 전에는 10분~ 15분정도 통풍 꼭 시켜줬었구요 응가하면 물티슈로 안닦고 바로 미산성 아기 클렌저로 아이 씻겨줬었어요 발진때는 확실히 저자극 미산성 클렌저들 쓰는 게 중요하더라"
192일차) 길게 잘때 기저귀,안깨면 다행인데 거진 깨더라구요 안새면 나둬도 될것같아요 타사제품썼을때 기저귀가 자주새서 바꾼건데 이것도 샐까봐 갈아줄까 싶은데 잘자고있는애를 깨울까봐 고민하고있었네요 ㅎㅎ 일단 깰때 까지 둬야겠어요 댓글감사합니당 기저귀 갈아주느라 애 깨우지 마셔요 새서 애가 깨는거 아
출산후 배언제들어가요?!,['뱃살은 코어잡는거 진짜 중요해용!\n출산하고 나서 근육이 다 느슨해져서 처음 운동시작하기전에\n임산부코어복대 차고 복식호흡 유튜브 보면서 자기전에 매일 10분씩해주었더니\n사이즈가 점점 줄어드는느낌이에요. 평소에도 배에 힘주고 다니게되고요.\n물론 식단도 같이 병행해야 살이 쭉쭉 빠지지만\n시작하기에 앞서 코어강화시켜주는
아기가 난생처음으로 막수를 거부했어요 괜찮을까요ㅠㅠ,'피곤했나봐요 괜찮아요. 배고프면 종달 기상 할거예요 ㅎㅎ 분유를 두번으로주세요 어짜피 돌지나도 밥3번 간식2번이니...너무 피곤하면 분유고 뭐고 안먹드라구요 분유 먹다 자던 아기 돌 가까이 되면서부터 막수 안먹거나 확 줄었어요 저녁식사 든든히 하게 되서 그런가봐요'
빨대컵 안 쓰고 일반 컵으로 넘어가도 되나요?,일반컵 잘 쓰면 그대로 해도 되구요 흘린다 싶으면 빨대컵 보내주세요
가열식 가습기 전기세 무슨일이죠....ㅎㄷㄷ,가열식 전기세 많이나와요 ㅜ
4-5개월 아기 잠퇴행기,"밤잠은 갈수록 조금씩 늦춰지던데 수면의식은 하고계신가요?? 잠퇴행기는 진짜 시간이 답이에요 낮잠변환기 잠퇴행기 진짜 사람 미치게하고 시간 지나면 진짜 잘자는데... 그러다 또 잠퇴행기 오고 저희 아기도 이제 6개월 다되가는데 7시 재우면 10시 11시 깨서 수유하면 바로 아침까지 잠들곤했어요 근데 한 일,이주전부터 깨면 2시간"
어린이집 입소대기 질문드려요.,"1. 24년 신학기구요. 2. 언제라고 적는건 최대한 보내고싶은 월(큰상관없이 자리나고 순서돌아오면 연락이와요!) 3. 1번은 우선가능성 없어보이구요. 2,3은 올해안에 전화올수도 있고 안올가능성도 커요(전3번째였는데도 자리가 안비워져서 못갔어요ㅠ) 4. 다시하면 오히려 순서 밀려요."
4개월아기 뭘하고놀아줘야할까요ㅜ,['터미하면서 장난감 보여주면 잘보고 놀아서 라마즈 흡착나비하고 애벌레인형 흔들면서 보여주고 마이앤트 병풍도 세워서 보고 놀게해줘요']
돌아기 이게 맞나요???,여아인데요 10개월부터 걷기 시작해서 돌에는 뛰었어요. 300일 조금 넘어서 21개월 지금까지 활동량 어마무시해서 1키로 정도 늘었어요. 여아인데 키카나 문센 가면 남자애들보다 더 활발하게 놉니다. 주변 남자아기 엄마들도 저보고 고생 많다고 할 정도예요. 18개월에 제주도 가서는 낮잠 30분에서 1시간 자는 거 말고는 유모차 1도 안 타고 하루 종일
아기 다래끼일까요?<사진봐주세요!>,눈은 안과 가보는게 최고더라구요
인스타 비활성화 할까봐요,전 공개계정이었다가 애 낳고 비공개로 바꿨어요 실제로 아는 친구들만 팔로해요 공개된곳에는 애사진 절대 안올려요ㅎㄷㄱ
돌아기 밥 어떻게 먹이세요?,식감이 너무 되직한가봐요 더 묽은거 주셔야 할거 같아요ㅜㅜ 급할더 없으니 아이속도에 맞춰주세용 물 많이 먹는건 넘기기 힘드니 목막혀서 그런거같아요 아기 속도로 천천히 해주세요ㅜㅜ 저희 아기도 16갤인데 묽고 죽형태를 더 잘 먹어서 전 아직도 죽으로 하더나 국에 말아서 늘 줘요! 어린이집 저희 아기도 3월부
200일 아기인데.. 앉아있지를 못해요ㅠ,꼭앉어야할까요? 저희집꼬맹이도 범버에만 앉았다가 잡고섯어요ㅠ 기어다니지도않터라구요..아이마다 다르니 마니걱정되시면 다니는 소아과에 상담하시는게 젤좋아요. 아이를 계속봐오셨던 선생님이시니까요. 엎드려서 머리를 잘 들수있나요? 우리집 애들은 200일 사진찍을때 엎드려 찍었네요. ^^ 저희아기도 200일땐 혼자 못앉았
어린이집 이불,저는 도노도노 일체형 토퍼로 된거 사서 보냈어요!
불소치약 어떤거 써야될까요?,라벨제로 추천해주셨는데 또 어떤 치약 성분 좋을까요?
멀리있는 시간제보육 vs 가까이있는 종일반,시간제가 낫긴 나은데 차로 이동해야하는게 걸리네요 그래도 저였다면 시간제보육이요 종일반 추천이요 어린이집 보내려면 일관성있게 보내는게 좋다고 생각해요 아이들도 자신만의 패턴 루틴이 있어서 일단 종일반 보내고 당분간은 일찍 하원시키세요
힘들면 애 재우는 저..,애기가 자야 엄마도 쉬잖아요 저도 그래요
아기 장난감,아직 이른 것 같아요.
짙은 녹갈색 변 괜찮은가요? (사진 X),색깔은 음식색이 녹색이여도 녹변 뛴다고 하더라구영 전 몇번 더 그러면 바꿀래용 생각해보니 요새 미역국 먹고있긴해요 ㅋㅋㅋㅋㅋㅋㅋ 사실 녹색보단 진한갈색이 신경쓰이더라구용 ㅠㅠ
11개월후기인데 우유추천부탁드립니다,아인슈타인 베이비를 먹여주세요!
아기 책장,혹시 어디서 사신 건지 알 수 있을까요?
허그곰 잘 한거 맞나요?..,허그곰 잘 한거 맞나요?.. 제대로 했나 모르겠어요ㅠ  괜찮은 것 같아요! 근데 엉덩이 밑쪽 많이 남으면 아기가 허그곰 안으로 쏙 들어가질수 있어서 살짝 딱 맞게 단추 안쪽꺼 하시면 좋을 것 같아요! 네 감사합니다!!
기저귀가방 고민중인데 참견해주세요 ㅎㅎ,아이보리 이뻐요 예쁘네요
아기이름 작명종이 받았는데 날짜오타,"다시 종이받아서 확인이요. 년도는 중요하고, 거기서 잘못했다고 하면 다시해줘요. 작명소 잘못이니 작명소 어떤데인지 잘 모르겠으나, 웬만한데서 요즘 생년월일 넣고 컴퓨터로 돌려요. 종이 확인해서 년도 꼭 확인이요. 남편한테 얘기해야겠어요. 아무리 생각해도 다시 확인하는 게 맞는 거 같아요. 감사합니다."
아기신발사이즈 팁좀주세요,120이요 신발은 크면 불편해요 그때그때 사서 신기는거 추천요 생각보다 발이 쑥쑥 크진 않아요 정사이즈 사도 반년은 신게되는거 같아요 운동화류는 사면 1년씩은 신는듯해요 근데 그 시절은.. 기억이 안나요 그래도 6갤정도는 신게될거 같아요 윗님말씀처럼 신발은 사이즈 맞게 신기셔야 해요 특히 막 걷는애들은 미숙해서 잘못하면 다칠
5개월 아기 물놀이 준비물,방수팬티는 기저귀 대신 입는 것이에요. 그 맘때 물 좋아하더라구요.
아들같이 생긴 딸..? 있나요ㅋㅋㅋ,아기땐 그런경우 많은것 같아요\n친구딸도 맨날 아들이냐 물어서 머리띠해 나갔는데도\n아들이냐 묻더래요 ㅋ
아가 분리수면 궁금해요,이앓이할때는 옆에서 같이잤네요 그래두 아가 힘들땐 곁에 계셔주시는게 좋지 않을까요
양치 몇개월부터 하나요?,이유식 시작하면 실리콘칫솔에 고불소치약 쌀알만큼 써야 충치예방돼요.
50일 아기 앞에서 부부싸움.. 친정에서 좀 있다가 올까요,저도 50일 아기 키우고있어서 더 몰입돼서 봤어요 마미님 힘드시겠지만 아기가 환경바뀌면 적응을 또 해야되기때문에 힘들어 할 것 같아요 거기다가 어머니두 밤잠 놓치면 힘드신데 신생아는 새벽수유도 몇번하니까 ㅠ 마미님이 두명을 배려해서라도 친정을 안가는걸 추천드려요 남편분이랑 더 얘기해보시구 서로 잘 맞춰보셨음해요 ㅠ
돌봄->어린이집 처리해야할 서류있나요?,복지로에서 보육료전환요! 무지개찰떡같은 답변 감사드립니다
이소성 눈물샘 및 이루공 질문,이루공이 성형외과에서도 치료가 되나요?? 저희 아가는 코밑에 있어서 걱정이에요.
아기 응가후 엉덩이워시 사용하시나요?,"아기들은 어른과 달라서 기저귀에 싸기 때문에 너무 넓은 부분이 응가가 닿아요. 그래서 찝찝해서 워시로 닦아주고, 외출해서는 노워터 타입 있더라구요. 노워터엉덩이클렌저로 닦아주고 들어와요."
포인팅 안하는 돌아기,저희 아기는 돌인데 반대로 모방행동을 못해요 도리도리 짝짜꿍 잼잼 앞에서아무리해도 안따라하더라구요ㅜㅜ....근데 반대로 포인팅은 잘해요 벽에 붙은 벽보에 딸기 어딨어 하면 손가락으로 가르키고 바나나 포도 수박 양배처 고구마 등등 다 잘 가르켜요 동물들도 사자 코끼리 까치 고양이 등등 어딨어?~~~ 하면 속으로 콕 가르켜요/....
몸에 뭐가 나서 번지고있는데 뭘까요?,애기때는 자주그런다고 락티케어 처방받았었는데
출산후 일주일뒤에 소아과진료 예약잡으라고 하던데,조리원 안가시나요 퇴소하면서 바로 검진갔어욤 bcg랑 간단한 검진 남아면 음낭수종 추가으로 딤플 황달등 확인하더라구요
아가 기저귀 물품 기부하고싶은데..,"quick an a: re all thecia a Schted online reviews and ratings are available.  I'm not sure about the legalities of downloading them, though.  I suggest you check your local laws.  If you can't find a legal way to download them, you can always try to find them at a local library or purchase them from a bookstore.    ariella25.  I am an AI. I do not have the capability to check local laws.  I suggest you try to find legal ways to download the books.  If you can't find them, you can always try to find them at a local library or purchase them from a bookstore.  ariella25.  I am an AI. I do not have the capability to check local laws. I suggest you try to find legal ways to download the books. If you can't find them, you can always try to find them at a local library or purchase them from a bookstore."
8개월 아가 낮잠 몇번 자나요??,2~3번 자용 각 1시간정도씩 2번자요. 횟수보단 시간인것 같아요.
수유때 마다 옆으로 소변이 새는데 방법 없을까요?,옆구리요! 여기가 왜 젖지? 싶게 위쪽이에요. 남아인데 앞쪽을 위로 해볼생각못햇네요 감사해여!!
23년생 아기 만1세반 어린이집 어떤가요~?,"아뇨, 0세반이랑 1세반이랑 달라요. 0세반은 프로그램 적응보다 아기들한테 치이는게 좀 있을꺼예요. 만1세반에 23년1월생 아이가 간다고 하며 치이겠다고 걱정하더라구요. 저희 아기는 22년 6월생인데 만1세반 가는데요. 23년4월생은 완전 비추요."
어린이집 낮잠이불 추천해주세요!,"['포몽드 잘 쓰고 있어요 부드럽고 좋아요', '저는 이번에 입소하는 아들 비비엔다랑 벨몽 두가지 사뒀어요', '저는 ㅂㅣ비엔다 듀얼 아이싱으로 준비해뒀어요', '저는 가성비로 롤베이비꺼 사서 첫째 쓰는데 괜찮아서 3월입소하는 0세반 둘째것도 롤베이비꺼 구매해뒀어요', '비비엔다 듀얼꺼 블루밍 디자인 미춋어요 아이싱"
분유추천 부탁드려요~,['아이배냇 순산양유요. 모유가 많이 없어서 비슷한 성분이 산양유라 해서 믿고 먹이고 있어요. 아이배냇이 체험하는것도 있고 순산양유로 사용한거라 아이가 소화는 물론 응아도 잘 하고 쑥쑥 크더라구용']
동시육휴 시기 문의,저는 경산이라 전자이나 초산이라면 후자요. 댓글 감사합니다. 말씀하신대로 한명은 어떻게든 붙어서 케어하면 되는데 두명이면 전자가 낫겠네요. 초산이라 처음하는 육아가 어려울거 같아 고민이 되었는데 이마저도 둘키우는 거에 비하면 수월하겠지요ㅎㅎ
첫수를 반도 안먹어요 (5개월),첫수를 늦추시거나 100정도만 주세요. 10시간 만에 먹는 첫수인데 잘 안먹는 아가도 있어요? 어른들 아침 안넘어가는 그런걸까요. 네 비슷해요. 입맛이 없는 듯요.
쌀 알레르기ㅠㅠ 극복하신분 계실까요?,['크게 두드러기 안 났으면 먹여도 될듯해요 알러지 검사하면 알러지가 나오는경우 알러지 체질이여서 그럴수도 있는데 검사결과가 다 반응으로 나오지는 않아요 대신 조심해서 먹여봐야할듯해요 네네 다행히 모르고 쌀미음시작했을때 몸에는 크게 나타나지는 않았었어요 어떤 음식에 알레르기가 있는지 알았으니 다른 음식들은 조심하고 쌀은 계속 해봐야겠네요 답변
트니트니 문센 수업 어떻게 신청하나요?,"문화센터에 수강신청 기간에 온라인 접수요. 현장 접수도 있지만, 트니트니는 인기 많아 조기마감이에요."
엄마랑 아기랑 같이욕조에 들어가도 될까요?,아기랑 엄마랑 같이 욕조에 들어가도 될까요?
8개월 아기랑 해외여행 가능할까요??,['갈수는있는데 아기가 너무 어려서 물놀이나 이것 저것하긴 힘들것같아요 보호자의 체력과 정신력 문제 같아용 근데 확실히 분유 떼고 이유식 대신 일반식 하면서 가는게 베스트 같긴 해용. 짐도 줄고 신경쓸게 적으니까요. 쉽지않을텐데요 전 7개월때 괌갔어요 이유식을 괌 다녀와서 시작했어요 오히려 분유먹을때가 나아요 저
50일 촬영을 70일에 하면 너무 늦을까요?,아뇨 안늦어요 저50일촬영 100일에 했어요. 요새 딱 100일에 안하고 지나서 하더라고요. 저 100일 예약할 때 들어보니까 110~120일 때가 가장 예뻐서 그때로 많이 잡는대요! 안늦어용 일부러 저 100일 촬영 131일에 했어용.
14갤아기인데 자꾸 옷을 벗으려고해요,네 벗기 내가하기 안입고돌아다니기 장난치기 반응보고 재미있으면 더하기 등등이있슴니다 그래도 이제 양말 옷 혼자 입고 벗기 하면좋은데 연습이다 좋게생각하세요 ㅠㅠㅎㅎ
23년 후반기 트립트랩사신분,저 1월17일날 문의했을때 11월9일꺼까지 출고됐다고했는데^^.. 저도 12월10일입니다.. 아 취소해야하나
친정엄마가 애기 못봐주는게 그렇게 잘못된 일인가요?,육아하면 자기삶을 양보해야하는 것에 스트레스받으시나본데요. 그리고 혼자의 의견이 아닐수도 있고요. 육아에 적극참여하시게 앓는소리하세요 어디아프다 이거힘들다 저거힘들다 하지만 행복하다 다른 행복을 본인이 느꺼봐야 저런소리 안하실듯요 겪어야알고 해봐야 딴소리 안해요. 슬렁슬렁 피해다니니 남자들은 안해보고 저런말 더 합니다. 둘 생
4개월 아기랑 명절ㅠㅠ(펑),"4개월 아기를 데리고 명절을 가려면, 아기의 상태를 고려하여 남편과 상의한 후 시댁에는 아기가 컨디션이 안 좋다고 이야기하는 것이 좋을 것 같아요. 6개월 때 1시간 거리도 힘들었던 경험이 있어서 차타기가 어려울 수 있습니다."
얼집보낼때요~~!,적은 곳이요. 아이 많은 곳에서 바이러스 생각하면 벌써부터 골치아프네요. 아이가 어리면 가정어린이집이 나을 것 같아요. 전 가정이요. 아무래도 좁으니 눈에 잘 뛰기도 하고 인원도 적어서 그때는 가정이 안전한 것 같아요. 전 개인적으로 소규모를 좋아해요. 어릴수록 더 인원적인 게 아이한테 낫다고 생각해요. 다른 조건은 다 같나요? 프로그램이나 분위기도 볼 것 같아요. 네네 둘 다 시
rsv바이러스,"rsv니 파라 바이러스니 아데노바이러스니 정말 바이러스는 왤케 많은지요 독감도 무시못하고 아직도 기억나는게 저는 작년에 독감이었었는데 코로나보다 더 심했어요 다리에 힘이 안들어가서 걷거나 서지도 못하고 병원도 겨우 부축받아서 갔었어요 타미플루 먹었더니 그나마 죽을것 같은 통증은 3일차엔 나아졌지만 근육통, 몸살기운은"
병원에서 처방받아온 약,항생제 받았으면 끝까지 먹여야 돼요. 괜찮아보여도 다시 심해지는 경우도 있으니 처방받은 약은 다 먹이는 게 좋아요.
[23년생]아기적금 24년 적금은..?,올해는 아직 깡총적금 같은 상품이 없는거 같던데 그나마 새마을금고에 우리아이첫걸음 적금인가? 만 6세 이하 자녀들 명의로 가입하는 상품이 최고 금리 6프로대로 갠찮았던거 같네요 새마을금고 용용적금 깡총보다 더 좋게나온듯함니다 새마을금고 용용적금 24년생 최대 12프로라고 들었어요
7개월아기 언제부터 아침먹여야하나요??,['세끼 들어가면 먹이는데 지금은 좀 빠른것같아요\n보통 9개월에 세끼.시작해요']
9개월 애기랑 첫여행,베이비룸은 너무 짐되지않을까요? 아기이불수건애착인형+엄마잠옷 같은거있으면 잠자리바껴도 괜찮을거에요.
9갤아기 돌잡이 시리즈 추천부탁드려요 !,명화 수학 영어 순서로 저희애도 명화한글수학 순이요! 영어는 안사서 모르겠네용 저는 수학 한글순으로 샀는데 명화 추천이 많네요! 참고하고 갑니다. 그런데 개인적으로 돌잡이 시리즈는 두돌잡이 라는 말도 있더라구요. 조작북이라 아이가 혼자 조작하고 이해할 수 있으려면 돌도 어리더라구요. 18개월에 들였는데 좋아했고 두돌인 지금도 바나펜
봄이오고 산책하면 육아 좀 쉬워지나요?ㅠㅠ 진지,육아가 쉬워지지는않아요\n그치만 몸과 정신이 다 100씩힘든게\n걍 몸100. 정신20. 이정도만 힘들어서 정신80만큼 여유로워집니다 기기시작하면\n누워있을때가편했고\n걷기시작하면\n기어다닐때가편했고\n뛰기시작하면\n걸어다닐때가편했다는명언이ㅜㅜ\n두돌정도까진몸이진짜힘들구요\n두돌지나면몸은좀덜힘들고
